weak_label,latitude,longitude,brightness,scan,track,bright_t31,frp,distance_to_nearest_industry_km,distance_log1p_km,month,dayofyear,hour,is_day,facility_present,confidence,type,nearest_facility_id,nearest_facility_type,nearest_facility_name,status,coordinate_accuracy,acq_date,acq_time
industrial,27.66683,76.12919,302.79,0.38,0.36,287.53,0.8,0.2212799373157195,0.19989943774131505,8,218,20.683333333333334,0,1,n,2,P100000124068,cement,UltraTech Cement Kotputli Cement Plant,operating,exact,2025-08-06,2041
industrial,21.67348,82.08153,310.07,0.45,0.39,294.8,1.65,0.2585798503163786,0.2299839823816978,2,43,20.383333333333333,0,1,n,2,P100000123989,cement,Ambuja Cements Rawan Cement Plant,operating,exact,2025-02-12,2023
industrial,24.69206,74.6806,303.05,0.43,0.38,288.42,1.18,0.5706116742424263,0.4514651449135839,12,340,20.95,0,1,n,2,P100000123957,cement,JK Cement Chittaurgarh Cement Plant,operating,exact,2025-12-06,2057
industrial,15.17151,76.37942,305.15,0.42,0.38,292.11,1.12,0.1356772872236076,0.12722920179288635,1,5,20.616666666666667,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-01-05,2037
industrial,20.80951,85.25729,310.78,0.35,0.57,293.15,0.85,0.4928567540076641,0.40069156888213775,4,101,20.583333333333332,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-04-11,2035
industrial,23.56001,87.23827,341.93,0.33,0.55,290.38,5.2,0.5531891683663759,0.4403103450977594,3,64,20.466666666666665,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-03-05,2028
industrial,26.60403,73.68472,304.35,0.46,0.47,290.88,0.97,0.2248131841415193,0.2027883296253479,9,251,20.383333333333333,0,1,n,2,P100000124069,cement,UltraTech Cement Kharia Khangar Cement Plant,operating,exact,2025-09-08,2023
industrial,18.67956,73.04429,306.38,0.43,0.38,296.03,1.79,0.7069631148459612,0.5347158354042456,2,52,20.916666666666668,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-02-21,2055
industrial,21.36666,81.67804,309.01,0.39,0.59,292.16,1.65,0.9823454515795004,0.6842807151599927,11,323,19.6,0,1,n,2,L100000102184,coal_power,Siltara Works power station,operating,exact,2025-11-19,1936
industrial,22.00485,82.66901,315.41,0.36,0.58,290.51,1.15,0.1463280785472199,0.13656385877664806,12,335,20.85,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-12-01,2051
industrial,21.87817,83.494,298.49,0.53,0.5,287.83,0.9,0.7862126806587881,0.5800975574803778,1,5,20.583333333333332,0,1,n,2,L100000102167,coal_power,Raigarh Ind Power power station,operating,exact,2025-01-05,2035
industrial,21.98325,83.23181,316.61,0.43,0.38,297.21,1.59,0.5064973243262445,0.4097873035005112,3,87,19.95,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-03-28,1957
industrial,18.68207,73.03939,302.59,0.39,0.44,292.32,1.38,0.1405318620671968,0.13149469928078963,12,363,20.466666666666665,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-12-29,2028
industrial,23.6813,86.09416,320.54,0.56,0.51,289.6,3.55,0.5239374961422718,0.42129744339339187,3,64,20.466666666666665,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-03-05,2028
industrial,17.60897,83.20322,312.48,0.55,0.51,285.35,2.43,0.7229412458319986,0.5440328570409867,11,307,19.616666666666667,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-11-03,1937
industrial,22.78807,86.20808,311.29,0.39,0.36,288.24,1.5,0.8276507217460387,0.6030313835206182,4,103,19.95,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-04-13,1957
industrial,22.26439,75.13263,302.96,0.39,0.36,290.01,1.23,0.2174582889648719,0.1967653158106278,2,37,20.583333333333332,0,1,n,2,P100000124074,cement,UltraTech Cement Tonki Cement Plant,operating,exact,2025-02-06,2035
industrial,17.60469,83.2019,306.16,0.47,0.64,292.82,1.55,0.5732517934789877,0.453144683407722,4,95,20.8,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-04-05,2048
industrial,21.87738,83.49334,296.35,0.47,0.47,284.03,1.35,0.7437271391154956,0.5560248563169374,1,8,19.633333333333333,0,1,n,2,L100000102167,coal_power,Raigarh Ind Power power station,operating,exact,2025-01-08,1938
industrial,17.06372,76.97861,314.26,0.34,0.56,292.77,5.13,0.1040823995862801,0.09901458237609154,5,130,19.883333333333333,0,1,n,2,P100000123985,cement,ACC Wadi Cement Plant,operating,exact,2025-05-10,1953
industrial,22.78739,86.20626,317.73,0.37,0.58,289.28,1.99,0.6363273055635238,0.4924542826956983,2,53,20.583333333333332,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-02-22,2035
industrial,21.98515,83.23288,330.19,0.42,0.38,304.97,4.07,0.3345470360692857,0.28859193545283784,11,311,7.533333333333333,1,1,l,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-11-07,732
industrial,24.32615,81.32809,300.89,0.54,0.42,290.67,0.71,0.1987002346559802,0.18123783198962004,11,311,20.0,0,1,n,2,P100000124056,cement,UltraTech Cement Sidhi Cement Plant,operating,exact,2025-11-07,2000
industrial,26.2729,74.18945,298.59,0.41,0.45,287.09,0.96,0.5427534201425794,0.4335687551296134,1,27,20.366666666666667,0,1,n,2,P100000124045,cement,Shree Cement Ras Cement Plant,operating,exact,2025-01-27,2022
industrial,19.80174,78.86658,300.64,0.53,0.42,287.89,0.79,0.1351209592810468,0.12673921730875384,12,348,20.15,0,1,n,2,P100000124538,cement,RCCPL Mukutban Cement Plant,operating,exact,2025-12-14,2009
industrial,22.78759,86.20612,334.86,0.39,0.59,300.48,4.58,0.6223785811591153,0.48389333237930343,4,101,8.1,1,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-04-11,806
industrial,21.37228,81.68439,305.75,0.39,0.36,294.74,0.9,0.1056880043847414,0.100467769619553,4,118,20.283333333333335,0,1,n,2,L100000102184,coal_power,Siltara Works power station,operating,exact,2025-04-28,2017
industrial,21.11296,72.63635,309.94,0.38,0.36,298.0,1.4,0.8061330154441678,0.5911881042450617,10,287,20.85,0,1,n,2,L100000102210,coal_power,Hazira power station (Essar),operating,exact,2025-10-14,2051
industrial,21.67902,84.03996,327.17,0.38,0.36,295.32,1.32,0.2072462559744174,0.18834194448231292,2,44,20.066666666666666,0,1,n,2,L100000102492,coal_power,Rengali Bhushan power station,operating,exact,2025-02-13,2004
industrial,26.25714,74.09518,308.6,0.33,0.55,296.34,0.52,0.1818903264031915,0.1671151282180556,4,113,20.15,0,1,n,2,P100000124637,cement,UltraTech Cement Pali Cement Plant,operating,exact,2025-04-23,2009
industrial,20.80917,85.25826,314.42,0.4,0.37,296.1,2.16,0.5665987212495317,0.4489068496922304,3,60,20.066666666666666,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-03-01,2004
industrial,22.78313,86.2054,335.01,0.4,0.6,300.34,3.19,0.7224963576582782,0.5437746093364035,3,84,6.733333333333333,1,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-03-25,644
industrial,17.6053,83.20065,304.8,0.48,0.4,291.28,1.43,0.428928673856631,0.35692498437565845,1,22,20.283333333333335,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-01-22,2017
industrial,21.98568,83.23125,318.75,0.49,0.4,294.13,2.7,0.2336921933703012,0.2100114562567487,3,66,19.85,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-03-07,1951
industrial,23.68013,86.09305,328.51,0.38,0.36,296.1,3.06,0.6389092070135958,0.4940309028725822,3,71,19.933333333333334,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-03-12,1956
industrial,20.80367,85.25607,307.87,0.56,0.52,293.21,2.53,0.5027447426111437,0.40729326441904895,5,126,19.45,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-05-06,1927
industrial,22.13319,85.38154,299.88,0.36,0.57,286.9,0.48,0.1827590764106322,0.16784990948879594,2,41,19.333333333333332,0,1,n,2,L100000102448,coal_power,Barbil Jagannath power station,operating,exact,2025-02-10,1920
industrial,20.96342,86.04784,309.71,0.49,0.4,288.82,0.95,0.4362652071308604,0.36204613820544373,1,8,19.65,0,1,n,2,L100000102459,coal_power,Duburi Steel power station,operating,exact,2025-01-08,1939
industrial,17.60663,83.20214,333.63,0.38,0.59,292.96,2.05,0.5595904949783054,0.44442328358240996,12,346,20.766666666666666,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-12,2046
industrial,24.00968,80.52869,307.8,0.49,0.49,297.46,2.26,0.1196973997870255,0.11305847004056181,4,114,19.85,0,1,n,2,P100000123982,cement,ACC Ametha Cement Plant,operating,exact,2025-04-24,1951
industrial,17.61167,83.20175,304.53,0.44,0.62,293.68,1.06,0.7708324253200804,0.571449732821869,2,41,19.35,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-02-10,1921
industrial,23.56268,87.23056,301.15,0.41,0.61,290.99,0.47,0.2983053205513633,0.2610598144665333,11,309,20.616666666666667,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-11-05,2037
industrial,22.26466,75.13062,308.68,0.41,0.6,292.17,1.2,0.1986861942855938,0.18122611892557908,10,279,20.0,0,1,n,2,P100000124074,cement,UltraTech Cement Tonki Cement Plant,operating,exact,2025-10-06,2000
industrial,23.1186,70.08493,296.01,0.67,0.74,285.99,0.63,0.3068870156591649,0.26764798535010814,1,12,20.066666666666666,0,1,n,2,L100000102214,coal_power,Kutch Welspun power station,operating,exact,2025-01-12,2004
industrial,18.6829,73.03139,302.0,0.63,0.72,285.38,1.88,0.6895666504696965,0.5244720762133774,2,34,19.866666666666667,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-02-03,1952
industrial,22.78718,86.20812,312.28,0.59,0.52,290.87,2.69,0.8283492327854629,0.6034135011664665,11,320,20.533333333333335,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-11-16,2032
industrial,15.17195,76.37692,307.62,0.44,0.62,294.58,1.64,0.286047399900418,0.2515734835346323,2,45,19.783333333333335,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-02-14,1947
industrial,20.80821,85.25491,308.35,0.55,0.68,290.93,2.86,0.2080920514366985,0.1890422981298806,11,319,20.85,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-11-15,2051
industrial,22.00384,82.6695,314.61,0.46,0.39,295.31,2.16,0.0703861488702634,0.0680194701644772,4,91,20.366666666666667,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-04-01,2022
industrial,23.55911,87.24203,332.73,0.4,0.6,300.07,8.04,0.9503450756456532,0.6680063187893165,2,47,6.65,1,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-02-16,639
industrial,23.68168,86.08978,296.92,0.33,0.56,286.62,0.77,0.5692068550617696,0.4505703038510915,1,25,19.316666666666666,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-01-25,1919
industrial,22.78919,86.20612,298.09,0.39,0.36,278.93,0.73,0.6540576847746502,0.5032314719151445,4,119,19.95,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-04-29,1957
industrial,23.68562,86.08406,304.04,0.45,0.39,291.08,0.61,0.9163639378573432,0.6504296082007167,3,77,19.733333333333334,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-03-18,1944
industrial,17.60332,83.20094,323.58,0.38,0.36,295.12,2.47,0.5645130766426759,0.4475746424444902,11,316,20.133333333333333,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-11-12,2008
industrial,24.32563,81.32933,311.71,0.4,0.37,300.13,1.71,0.1991886620698743,0.18164521318339924,4,113,20.15,0,1,n,2,P100000124056,cement,UltraTech Cement Sidhi Cement Plant,operating,exact,2025-04-23,2009
industrial,20.86886,70.56497,302.29,0.42,0.45,290.98,0.85,0.1148172299826785,0.10869047217779944,11,328,21.383333333333333,0,1,n,2,P100000124110,cement,Saurashtra Cement Sutrapada Cement Plant,operating,exact,2025-11-24,2123
industrial,20.92208,86.0435,299.71,0.39,0.36,288.39,0.72,0.1342614292826532,0.1259817160222139,1,18,19.85,0,1,n,2,L100000102474,coal_power,Kalinganagar Maithan power station,operating,exact,2025-01-18,1951
industrial,23.68077,86.09439,333.61,0.39,0.36,301.1,3.7,0.5869006799881707,0.46178285608752606,12,343,7.55,1,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-12-09,733
industrial,20.90849,71.45931,308.68,0.39,0.36,292.63,1.33,0.2380131325130788,0.2135077820519241,2,47,20.8,0,1,n,2,P100000124067,cement,UltraTech Cement Amreli Cement Plant,operating,exact,2025-02-16,2048
industrial,20.922,86.04144,302.62,0.39,0.36,290.36,0.81,0.1211536128661513,0.1143581666967793,11,322,19.9,0,1,n,2,L100000102474,coal_power,Kalinganagar Maithan power station,operating,exact,2025-11-18,1954
industrial,21.39151,81.64552,303.71,0.38,0.43,285.38,1.3,0.0874054925924089,0.08379457684108388,1,2,19.85,0,1,n,2,L100000102183,coal_power,Siltara SKS power station,operating,exact,2025-01-02,1951
industrial,13.39061,80.10212,304.8,0.4,0.37,286.22,0.98,0.847655582152374,0.613917582555662,1,28,20.1,0,1,n,2,L100000102549,coal_power,Gummidipoondi Suryadev power station,operating,exact,2025-01-28,2006
industrial,23.68073,86.09362,335.57,0.49,0.49,309.84,6.48,0.5763282254614659,0.4550982346382834,4,91,7.9,1,1,l,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-04-01,754
industrial,19.92197,79.11328,305.05,0.53,0.67,293.17,1.05,0.3251416230829824,0.28151933907200105,2,35,19.55,0,1,n,2,P100000123978,cement,ACC Cementnagar Cement Plant,operating,exact,2025-02-04,1933
industrial,15.17464,76.37865,303.75,0.34,0.56,290.53,2.01,0.4810470195613976,0.3927492833039012,1,18,19.883333333333333,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-01-18,1953
industrial,21.38739,81.64563,304.07,0.42,0.45,287.29,0.99,0.4505032066446736,0.37191053529364715,12,357,20.666666666666668,0,1,n,2,L100000102183,coal_power,Siltara SKS power station,operating,exact,2025-12-23,2040
industrial,24.7153,74.67004,305.31,0.48,0.4,290.75,1.0,0.0949547135181794,0.09071300489557405,8,240,20.5,0,1,n,2,P100000124013,cement,NuvoVistas Corporation Chittaurgarh Cement Plant,operating,exact,2025-08-28,2030
industrial,22.00191,82.67045,301.36,0.34,0.56,291.08,0.78,0.2414685320015712,0.21629497888816127,2,51,19.533333333333335,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-02-20,1932
industrial,15.02391,78.01503,315.78,0.39,0.44,296.96,1.44,0.123004106148725,0.11600733215988417,4,106,20.716666666666665,0,1,n,2,P100000124064,cement,UltraTech Cement Tadipatri Cement Plant,operating,exact,2025-04-16,2043
industrial,24.44983,83.03725,297.12,0.54,0.51,283.61,0.69,0.243595136188555,0.2180064881209593,12,360,19.7,0,1,n,2,P100000124057,cement,UltraTech Cement Dalla Cement Plant,operating,exact,2025-12-26,1942
industrial,19.80133,78.86519,299.78,0.44,0.39,286.85,0.67,0.1201162799673536,0.11343250131735755,12,353,20.25,0,1,n,2,P100000124538,cement,RCCPL Mukutban Cement Plant,operating,exact,2025-12-19,2015
industrial,21.98624,83.23125,303.82,0.61,0.71,288.95,1.78,0.1714488569728576,0.15824132199300703,2,36,19.216666666666665,0,1,n,2,L100000102172,coal_power,JSW Ispat Raigarh power station,operating,exact,2025-02-05,1913
industrial,23.55827,87.24047,340.89,0.46,0.39,314.75,5.3,0.8433290783020982,0.6115732185282606,4,92,7.583333333333333,1,1,l,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-04-02,735
industrial,15.17416,76.37945,300.71,0.48,0.4,288.76,0.48,0.4273883696814168,0.35584645961734584,12,346,20.8,0,1,n,2,L100000102295,coal_power,Danapuram BMM power station,operating,exact,2025-12-12,2048
industrial,19.72235,79.17389,305.68,0.39,0.44,294.67,1.05,0.145433655093531,0.13578330337599578,2,58,20.7,0,1,n,2,L100000102414,coal_power,Manikgarh Cement power station,operating,exact,2025-02-27,2042
industrial,17.14225,77.18262,308.98,0.39,0.36,297.29,1.37,0.6763800467875686,0.5166367345806034,3,75,20.4,0,1,n,2,P100000124060,cement,UltraTech Cement Nrupathanga Cement Plant,operating,exact,2025-03-16,2024
industrial,19.7879,79.14443,301.83,0.54,0.68,291.23,1.06,0.5276410927853851,0.423724776233516,10,291,19.6,0,1,n,2,P100000124062,cement,UltraTech Cement Chandrapur Cement Plant,operating,exact,2025-10-18,1936
industrial,17.61113,83.20401,305.19,0.57,0.69,291.31,1.66,0.9086621668665232,0.6464025604429615,11,308,19.3,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-11-04,1918
industrial,23.56113,87.24014,308.01,0.46,0.39,292.92,0.93,0.7053648048967449,0.5337790496651879,10,296,19.683333333333334,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-10-23,1941
industrial,22.78807,86.20689,305.13,0.42,0.45,292.23,1.13,0.7056055228029517,0.5339201930252762,11,323,19.583333333333332,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-11-19,1935
industrial,24.59709,80.86021,297.42,0.39,0.36,285.88,0.83,0.2565419527040057,0.22836346598690693,12,358,20.333333333333332,0,1,n,2,P100000123900,cement,Birla Corporation Satna Cement Plant,operating,exact,2025-12-24,2020
industrial,22.00376,82.66985,308.06,0.46,0.64,291.93,1.95,0.1010062767452712,0.09622455867367603,2,52,20.9,0,1,n,2,L100000102149,coal_power,Hathneora Captive Power Plant,operating,exact,2025-02-21,2054
industrial,11.80969,77.9222,304.5,0.45,0.39,293.33,1.79,0.5783329473744759,0.4563691934341951,1,16,20.533333333333335,0,1,n,2,L100000102560,coal_power,Mettur Siscol power station,operating,exact,2025-01-16,2032
industrial,20.91084,71.45793,311.78,0.43,0.38,291.14,2.87,0.3226124404137596,0.27960890224304047,5,138,20.716666666666665,0,1,n,2,P100000124067,cement,UltraTech Cement Amreli Cement Plant,operating,exact,2025-05-18,2043
industrial,23.68065,86.0947,302.04,0.4,0.37,289.92,0.78,0.6085475029757936,0.4753315997295006,2,50,19.833333333333332,0,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-02-19,1950
industrial,21.11066,72.63795,305.68,0.46,0.39,294.36,1.39,0.973523961791274,0.6798207578211984,11,325,20.65,0,1,n,2,L100000102210,coal_power,Hazira power station (Essar),operating,exact,2025-11-21,2039
industrial,18.68247,73.04109,305.6,0.42,0.38,294.24,1.97,0.3174192078227333,0.27567467721740274,11,325,20.666666666666668,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-11-21,2040
industrial,24.16647,80.6965,310.23,0.43,0.38,286.59,1.06,0.4048802818252427,0.33995209048993685,3,64,20.466666666666665,0,1,n,2,P100000124537,cement,RCCPL Maihar Cement Plant,operating,exact,2025-03-05,2028
industrial,24.16864,80.69402,304.85,0.4,0.45,285.76,0.97,0.0906413697921784,0.08676593584758033,12,346,20.75,0,1,n,2,P100000124537,cement,RCCPL Maihar Cement Plant,operating,exact,2025-12-12,2045
industrial,24.16774,80.69569,302.43,0.5,0.49,286.66,0.82,0.2418288483697432,0.2165851707705742,12,335,20.85,0,1,n,2,P100000124537,cement,RCCPL Maihar Cement Plant,operating,exact,2025-12-01,2051
industrial,21.68017,84.03731,305.32,0.7,0.75,281.8,2.63,0.337092939860113,0.2904978094361595,10,303,19.166666666666668,0,1,n,2,L100000102492,coal_power,Rengali Bhushan power station,operating,exact,2025-10-30,1910
industrial,31.258,76.9249,300.8,0.38,0.59,288.42,1.29,0.0649836182072602,0.0629594170780709,5,141,21.4,0,1,n,2,P100000123987,cement,Ambuja Cements Darlaghat Cement Plant,operating,exact,2025-05-21,2124
industrial,31.32637,76.89471,299.64,0.38,0.58,286.94,0.27,0.2087317876436707,0.18957170057251543,4,93,21.366666666666667,0,1,n,2,P100000124073,cement,UltraTech Cement Kandhar Cement Plant,operating,exact,2025-04-03,2122
industrial,24.66241,74.63502,302.87,0.41,0.45,292.02,0.97,0.2717679484312155,0.24040801779686238,11,334,21.166666666666668,0,1,n,2,P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,operating,exact,2025-11-30,2110
industrial,20.96626,86.04908,296.08,0.39,0.36,267.62,0.49,0.6820265836964543,0.5199993662394491,8,215,19.983333333333334,0,1,n,2,L100000102459,coal_power,Duburi Steel power station,operating,exact,2025-08-03,1959
industrial,24.57895,74.80218,295.88,0.52,0.42,285.07,0.88,0.1929466314047569,0.17642640733288306,1,25,21.0,0,1,n,2,P100000124066,cement,UltraTech Cement Vikram Nagar Cement Plant,operating,exact,2025-01-25,2100
industrial,17.60361,83.20315,302.78,0.44,0.63,291.64,1.01,0.7396467779338326,0.5536820914314551,12,345,19.416666666666668,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-11,1925
industrial,23.56143,87.23927,303.94,0.45,0.63,288.12,1.93,0.6121691604389615,0.47758057681637406,2,47,19.1,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-02-16,1906
industrial,20.80914,85.25845,306.97,0.45,0.39,291.8,2.11,0.5836700340183203,0.45974495983518454,2,45,19.75,0,1,n,2,L100000102481,coal_power,Meramandali power station,operating,exact,2025-02-14,1945
industrial,21.57734,82.02509,301.79,0.53,0.42,291.33,1.38,0.4049401644423485,0.339994714293315,3,64,20.483333333333334,0,1,n,2,P100000124070,cement,UltraTech Cement Rawan Cement Plant,operating,exact,2025-03-05,2029
industrial,20.91025,71.46073,307.58,0.43,0.38,295.22,1.54,0.0332865023662037,0.03274450150522485,10,282,20.75,0,1,n,2,P100000124067,cement,UltraTech Cement Amreli Cement Plant,operating,exact,2025-10-09,2045
industrial,26.27229,74.1898,299.65,0.39,0.37,289.14,1.27,0.4824659307768259,0.39370687069942223,12,346,20.75,0,1,n,2,P100000124045,cement,Shree Cement Ras Cement Plant,operating,exact,2025-12-12,2045
industrial,27.66607,76.13589,296.66,0.42,0.61,285.3,0.86,0.7825958277906524,0.5780706321926409,3,61,21.4,0,1,n,2,P100000124068,cement,UltraTech Cement Kotputli Cement Plant,operating,exact,2025-03-02,2124
industrial,21.68004,84.04087,313.87,0.44,0.38,294.95,2.93,0.0939322388377985,0.08977876317637606,2,34,19.85,0,1,n,2,L100000102492,coal_power,Rengali Bhushan power station,operating,exact,2025-02-03,1951
industrial,24.69151,73.00175,311.12,0.39,0.36,290.77,1.46,0.1128479436641135,0.10692244450932589,1,4,20.883333333333333,0,1,n,2,P100000123961,cement,JK Lakshmi Cement Sirohi Cement Plant,operating,exact,2025-01-04,2053
industrial,23.42864,68.71213,308.44,0.44,0.38,295.56,1.25,0.0711868352734141,0.06876722561935722,11,308,20.95,0,1,n,2,P100000124072,cement,UltraTech Cement Sewagram Cement Plant,operating,exact,2025-11-04,2057
industrial,24.76284,74.60644,309.67,0.37,0.58,290.86,1.37,0.4002493366856685,0.33665031839633264,2,44,20.05,0,1,n,2,L100000102178,coal_power,Rawan Cement power station,operating,exact,2025-02-13,2003
industrial,18.68071,73.03917,321.45,0.49,0.4,288.74,2.85,0.1990749716824912,0.1815504025997184,4,112,20.5,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-04-22,2030
industrial,18.68515,73.03285,306.53,0.41,0.61,294.77,2.43,0.6293782166982391,0.4881984798951582,4,109,21.45,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-04-19,2127
industrial,11.80975,77.9247,308.17,0.5,0.49,292.78,1.28,0.7488177797633964,0.5589400052247979,11,306,19.95,0,1,n,2,L100000102560,coal_power,Mettur Siscol power station,operating,exact,2025-11-02,1957
industrial,24.01013,80.52805,305.92,0.39,0.44,289.49,1.19,0.2002378008323712,0.18251970452170627,10,279,20.0,0,1,n,2,P100000123982,cement,ACC Ametha Cement Plant,operating,exact,2025-10-06,2000
industrial,21.11326,72.63481,309.71,0.44,0.46,294.9,1.75,0.8764250664903289,0.629368406203194,12,363,20.466666666666665,0,1,n,2,L100000102210,coal_power,Hazira power station (Essar),operating,exact,2025-12-29,2028
industrial,17.61025,83.20519,335.02,0.48,0.48,305.35,4.34,0.9661034224653412,0.6760536258679758,11,317,7.3,1,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-11-13,718
industrial,23.55882,87.23952,308.44,0.4,0.37,286.13,1.66,0.727961716908221,0.5469425155694461,2,39,19.95,0,1,n,2,P100000123904,cement,Birla Corporation Durgapur Cement Plant,operating,exact,2025-02-08,1957
industrial,23.12157,70.08454,305.94,0.44,0.62,289.5,1.79,0.5128505697617948,0.41399566572633106,11,316,21.783333333333335,0,1,n,2,L100000102214,coal_power,Kutch Welspun power station,operating,exact,2025-11-12,2147
industrial,26.25612,74.09436,295.44,0.33,0.55,285.11,0.66,0.2948599212525886,0.2584025203839019,12,353,20.216666666666665,0,1,n,2,P100000124637,cement,UltraTech Cement Pali Cement Plant,operating,exact,2025-12-19,2013
industrial,17.60713,83.19974,317.05,0.35,0.57,293.18,2.64,0.3187404855858615,0.27667710349459174,12,350,19.516666666666666,0,1,n,2,L100000102082,coal_power,Vizag Steel Plant power station,operating,exact,2025-12-16,1931
industrial,22.26298,75.13183,303.75,0.47,0.64,293.35,1.85,0.3519853257846502,0.30157412385229215,4,93,21.416666666666668,0,1,n,2,P100000124074,cement,UltraTech Cement Tonki Cement Plant,operating,exact,2025-04-03,2125
industrial,24.82069,73.09332,314.62,0.43,0.38,301.76,2.57,0.1913144393391087,0.17505726840708025,4,105,21.0,0,1,n,2,P100000124055,cement,UltraTech Cement Sirohi Cement Plant,operating,exact,2025-04-15,2100
industrial,21.57745,82.02203,310.93,0.39,0.36,294.52,1.25,0.0983804455628028,0.09383677265729456,3,81,20.15,0,1,n,2,P100000124070,cement,UltraTech Cement Rawan Cement Plant,operating,exact,2025-03-22,2009
industrial,23.68438,86.08345,334.8,0.48,0.4,304.81,4.58,0.9928311143488042,0.6895562982265254,11,312,7.216666666666667,1,1,n,2,L100000102250,coal_power,Bokaro Steel City Thermal Power Station,operating,exact,2025-11-08,713
industrial,24.66222,74.6354,300.58,0.5,0.66,287.71,1.94,0.3068490297433078,0.2676189189752333,1,18,21.516666666666666,0,1,n,2,P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,operating,exact,2025-01-18,2131
industrial,18.68096,73.03611,306.5,0.43,0.38,296.22,3.36,0.2384120052483035,0.21382991796678935,2,52,20.916666666666668,0,1,n,2,P100000123969,cement,JSW Cement Raigad Cement Plant,operating,exact,2025-02-21,2055
industrial,22.78888,86.20786,308.77,0.57,0.43,295.08,1.16,0.8187283329383375,0.5981375387056518,10,294,20.316666666666666,0,1,n,2,L100000102265,coal_power,Jamshedpur Works power station,operating,exact,2025-10-21,2019
