nearest_facility_id,nearest_facility_type,nearest_facility_name,thermal_detections,active_days,mean_frp_mw,median_frp_mw,max_frp_mw,std_frp_mw,mean_brightness_k,max_brightness_k,mean_t31_k,max_t31_k,high_confidence_detections,night_detections,mean_distance_km,min_distance_km,detections_per_active_day,detections_per_month,high_confidence_fraction,night_fraction,mean_daily_detections,median_daily_detections,max_daily_detections,std_daily_detections,mean_daily_total_frp_mw,max_daily_total_frp_mw
L100000102420,coal_power,Nasik MAHAGENCO Thermal Power Station,4,1,5.93,6.164999999999999,6.81,1.086185987757161,344.48,349.08,299.0325,299.97,0,0,0.6227820329916627,0.3856454987528225,4.0,0.3333333333333333,0.0,0.0,4.0,4.0,4,,23.72,23.72
L100000102422,coal_power,Paras power station,2,1,1.22,1.22,1.56,0.4808326112068523,303.155,304.79,288.525,288.77,0,2,0.8023967260164332,0.7171712900062933,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2,,2.44,2.44
L100000102423,coal_power,Parbhani Renuka power station,1,1,6.8,6.8,6.8,,340.38,340.38,305.69,305.69,0,0,0.9005388255219152,0.9005388255219152,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,6.8,6.8
L100000102424,coal_power,Parli Thermal Power Station,1,1,5.38,5.38,5.38,,334.43,334.43,306.87,306.87,0,0,0.6623516214913339,0.6623516214913339,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,5.38,5.38
L100000102427,coal_power,Rampur coal plant,2,2,1.3099999999999998,1.3099999999999998,2.05,1.0465180361560902,324.03999999999996,344.0,300.065,307.51,0,1,0.5919217591266748,0.2071516263649309,1.0,0.16666666666666666,0.0,0.5,1.0,1.0,1,0.0,1.3099999999999998,2.05
L100000102436,coal_power,Wardha Warora Power Plant,1,1,9.6,9.6,9.6,,367.0,367.0,322.94,322.94,1,0,0.9120587184073022,0.9120587184073022,1.0,0.08333333333333333,1.0,0.0,1.0,1.0,1,,9.6,9.6
L100000102437,coal_power,Wardha Works power station,1,1,1.21,1.21,1.21,,297.98,297.98,287.05,287.05,0,1,0.4723000673777788,0.4723000673777788,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,1.21,1.21
L100000102441,coal_power,Aditya Aluminium power station,1,1,7.59,7.59,7.59,,342.14,342.14,304.91,304.91,0,0,0.3858924617501377,0.3858924617501377,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,7.59,7.59
L100000102444,coal_power,Angul Steel power station,92,82,2.26445652173913,1.7650000000000001,8.78,1.4467313397854624,314.9495652173913,341.86,292.74260869565217,309.92,0,72,0.8877354916540632,0.572609988342759,1.1219512195121952,7.666666666666667,0.0,0.782608695652174,1.1219512195121952,1.0,3,0.3648183685555477,2.540609756097561,8.78
L100000102447,coal_power,Baragaon power station,1,1,4.42,4.42,4.42,,337.49,337.49,309.46,309.46,0,0,0.9368459263223086,0.9368459263223086,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.42,4.42
L100000102448,coal_power,Barbil Jagannath power station,125,112,0.79936,0.78,1.78,0.2657422471785092,301.99256,313.42,287.66015999999996,296.6,0,125,0.17478776509808996,0.012386642264569,1.1160714285714286,10.416666666666666,0.0,1.0,1.1160714285714286,1.0,2,0.32175016087512065,0.8921428571428571,2.55
L100000102450,coal_power,Basundhara power station,1,1,9.03,9.03,9.03,,367.0,367.0,306.66,306.66,1,0,0.2275741344196528,0.2275741344196528,1.0,0.08333333333333333,1.0,0.0,1.0,1.0,1,,9.03,9.03
L100000102452,coal_power,Bhubaneshwar Jasper power station,4,4,0.825,0.875,1.01,0.21486429825977754,301.0675,304.37,289.605,293.34,0,4,0.8030776226086568,0.7078118148098338,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1,0.0,0.825,1.01
L100000102454,coal_power,Choudwar power station,57,49,1.803157894736842,1.35,5.79,1.3399255814819622,313.3147368421052,341.64,291.72701754385963,311.8,0,46,0.45085295891012267,0.0789456405641929,1.163265306122449,4.75,0.0,0.8070175438596491,1.163265306122449,1.0,2,0.3734377890799553,2.0975510204081633,9.18
L100000102456,coal_power,Cuttack power station (VISA Power),5,2,4.468,4.93,6.0,1.2031084739124729,341.71,347.96,307.562,312.97,0,0,0.5728829998656008,0.2997841875082027,2.5,0.4166666666666667,0.0,0.0,2.5,2.5,3,0.7071067811865476,11.17,15.86
L100000102457,coal_power,Cuttack Works power station,36,36,0.9872222222222222,0.985,1.6,0.2680363633231359,304.8461111111111,311.43,291.40611111111116,297.08,0,36,0.22026500055537063,0.0163726607649987,1.0,3.0,0.0,1.0,1.0,1.0,1,0.0,0.9872222222222222,1.6
L100000102458,coal_power,Darlipali power station,2,2,3.9400000000000004,3.9400000000000004,5.61,2.3617366491630687,338.33500000000004,341.25,308.15999999999997,310.9,0,0,0.9242415798779904,0.8942393715084193,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,3.9400000000000004,5.61
L100000102459,coal_power,Duburi Steel power station,74,59,1.6262162162162164,1.29,4.54,0.9836634109464485,314.1641891891892,338.17,293.90135135135137,311.65,0,58,0.46323191658620577,0.1679477709903669,1.2542372881355932,6.166666666666667,0.0,0.7837837837837838,1.2542372881355932,1.0,3,0.5116983331054185,2.0396610169491525,6.84
L100000102465,coal_power,Hemgir power station,2,2,13.665,13.665,21.99,11.773327906756016,344.295,347.05,309.275,314.38,0,0,0.9128994332593898,0.8651626320517105,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,13.665,21.99
L100000102466,coal_power,Hirakud Smelter power station,4,4,5.36,5.125,6.46,0.7699783546741209,335.2125,337.86,306.9175,309.1,0,0,0.8660497748405231,0.6992216111191073,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,1,0.0,5.36,6.46
L100000102470,coal_power,Jharsuguda CPP power station,1,1,8.48,8.48,8.48,,334.61,334.61,306.77,306.77,0,0,0.7555316518265274,0.7555316518265274,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,8.48,8.48
L100000102471,coal_power,Jharsuguda Ind-Barath power station,8,7,2.96,2.88,5.74,1.660430236844828,327.28999999999996,341.66,301.81625,310.79,0,3,0.6992090275262564,0.4427203368032079,1.1428571428571428,0.6666666666666666,0.0,0.375,1.1428571428571428,1.0,2,0.3779644730092272,3.382857142857143,6.96
L100000102473,coal_power,JR Power Project,2,2,2.58,2.58,3.64,1.4990663761154808,338.73,341.51,310.58500000000004,311.82,0,0,0.7150578106190675,0.6281372693371152,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,2.58,3.64
L100000102474,coal_power,Kalinganagar Maithan power station,54,52,0.9177777777777778,0.835,2.56,0.37047988597486603,304.23092592592593,314.24,291.19925925925924,298.18,0,54,0.15030759836865487,0.0104206585879977,1.0384615384615385,4.5,0.0,1.0,1.0384615384615385,1.0,2,0.19418390934515437,0.9530769230769232,2.58
L100000102481,coal_power,Meramandali power station,493,229,2.305314401622718,1.95,14.85,1.3562862345897713,312.8704868154158,341.09,292.38288032454363,313.52,0,444,0.44041287208282776,0.0437906089210806,2.1528384279475983,41.083333333333336,0.0,0.9006085192697769,2.1528384279475983,2.0,5,1.0337520127090316,4.96296943231441,25.83
L100000102489,coal_power,Rairakhol power station,2,1,2.88,2.88,3.78,1.2727922061357855,324.14,338.24,306.07500000000005,313.11,0,1,0.9129740691931507,0.8739333471306877,2.0,0.16666666666666666,0.0,0.5,2.0,2.0,2,,5.76,5.76
L100000102490,coal_power,Randia power station,4,4,1.675,0.925,4.12,1.634839441657804,313.2525,341.27,295.4325,309.14,0,3,0.44565849189022544,0.3042840022885312,1.0,0.3333333333333333,0.0,0.75,1.0,1.0,1,0.0,1.675,4.12
L100000102492,coal_power,Rengali Bhushan power station,579,251,2.4793955094991365,2.14,8.08,1.3186483120920687,315.529689119171,346.09,292.0849568221071,317.45,0,477,0.33183713412792104,0.0102121169700696,2.306772908366534,48.25,0.0,0.8238341968911918,2.306772908366534,2.0,5,1.0832884861490533,5.719402390438247,18.32
L100000102493,coal_power,Rengali power station,5,5,5.458,3.4,11.87,3.7394210781884403,338.36,349.36,306.582,312.01,0,0,0.6211243973122262,0.3514722262726381,1.0,0.4166666666666667,0.0,0.0,1.0,1.0,1,0.0,5.458,11.87
L100000102494,coal_power,Rourkela Works-2 power station,22,20,1.554090909090909,1.1099999999999999,4.98,1.2813187369377323,305.88909090909095,334.47,287.5895454545455,300.41,0,20,0.6326443142074152,0.1133858179945254,1.1,1.8333333333333333,0.0,0.9090909090909091,1.1,1.0,2,0.30779350562554625,1.7094999999999998,8.790000000000001
L100000102500,coal_power,Sundargarh Ultra Mega Power Project,3,3,3.596666666666667,2.93,5.36,1.5421521758028078,339.6466666666667,343.62,312.2,316.3,0,0,0.7906667973334193,0.7413808518175445,1.0,0.25,0.0,0.0,1.0,1.0,1,0.0,3.596666666666667,5.36
L100000102501,coal_power,Talabira power station,8,7,3.8200000000000003,3.755,7.83,2.2581028699836887,335.14875,358.14,302.4875,310.59,0,1,0.636284714319974,0.3467152197946327,1.1428571428571428,0.6666666666666666,0.0,0.125,1.1428571428571428,1.0,2,0.37796447300922725,4.365714285714286,7.83
L100000102503,coal_power,Talcher power station (NSL Nagapatnam),2,1,5.665,5.665,6.01,0.48790367901871745,348.095,348.5,298.345,298.9,0,0,0.7938298627053175,0.6795936356975293,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,11.33,11.33
L100000102508,coal_power,Gidderbaha power station,2,1,2.4450000000000003,2.4450000000000003,2.73,0.4030508652763318,335.53999999999996,335.78,303.96000000000004,304.07,0,0,0.8579127327443347,0.8384776170244016,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,4.890000000000001,4.890000000000001
L100000102509,coal_power,GNDTP Bathinda power station,1,1,7.46,7.46,7.46,,347.97,347.97,314.41,314.41,0,0,0.4670181930006253,0.4670181930006253,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,7.46,7.46
L100000102510,coal_power,Gobindpura power station,8,3,7.5024999999999995,7.29,12.76,3.425816899452075,342.28625,348.87,304.46625,314.84,0,0,0.5901285078251918,0.3605526029011217,2.6666666666666665,0.6666666666666666,0.0,0.0,2.6666666666666665,3.0,4,1.5275252316519468,20.006666666666668,31.35
L100000102511,coal_power,Goindwal Sahib Thermal Power Plant,4,3,4.1825,4.05,5.25,0.9155826924241565,337.0225,345.19,300.3325,307.45,0,0,0.880069477718157,0.8033610847199393,1.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,1.0,2,0.5773502691896257,5.576666666666667,9.89
L100000102512,coal_power,Guru Hargobind Lehra Mohabbat Power Station,8,7,1.455,1.025,3.04,0.8002142570229909,305.3125,327.2,284.36875,301.21,0,7,0.657006772488592,0.2610809956836223,1.1428571428571428,0.6666666666666666,0.0,0.875,1.1428571428571428,1.0,2,0.3779644730092272,1.662857142857143,3.04
L100000102540,coal_power,Chennai power station,5,5,0.616,0.51,0.96,0.2379705864177336,303.688,309.95,288.586,292.89,0,5,0.8982736954411706,0.7662416362723836,1.0,0.4166666666666667,0.0,1.0,1.0,1.0,1,0.0,0.616,0.96
L100000102548,coal_power,Gummidipoondi Kamachi power station,7,6,1.3900000000000001,0.84,2.84,0.9294442784086987,304.13428571428574,306.19,289.8357142857143,294.49,0,7,0.4951019703789847,0.3416015546493794,1.1666666666666667,0.5833333333333334,0.0,1.0,1.1666666666666667,1.0,2,0.408248290463863,1.6216666666666668,2.84
L100000102549,coal_power,Gummidipoondi Suryadev power station,22,21,1.059090909090909,0.98,1.79,0.33270763786599833,306.8040909090909,315.69,291.38045454545454,296.31,0,22,0.9022251096643076,0.6066485672245134,1.0476190476190477,1.8333333333333333,0.0,1.0,1.0476190476190477,1.0,2,0.2182178902359924,1.1095238095238096,2.9
L100000102560,coal_power,Mettur Siscol power station,107,74,1.8429906542056074,1.61,9.49,1.1799657933587475,310.50803738317757,340.75,291.56700934579436,311.54,0,100,0.5840803049338089,0.0525819773783185,1.445945945945946,8.916666666666666,0.0,0.9345794392523364,1.445945945945946,1.0,4,0.68530349025119,2.6648648648648647,16.74
L100000102569,coal_power,North Chennai Thermal Power Station,2,2,2.17,2.17,3.06,1.2586500705120545,322.065,331.53,297.13,301.11,0,1,0.7515589810055103,0.6610486327854622,1.0,0.16666666666666666,0.0,0.5,1.0,1.0,1,0.0,2.17,3.06
L100000102576,coal_power,Sirkazhi power station,2,2,4.8100000000000005,4.8100000000000005,6.87,2.913279938488576,338.07500000000005,339.11,303.13,303.74,0,0,0.5172113555951895,0.4286306489636566,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,4.8100000000000005,6.87
L100000102582,coal_power,Thoothukudi IBTPL power station,5,2,7.368,6.68,9.33,1.8688151326442108,346.74,367.0,303.20799999999997,304.09,1,0,0.691290195657841,0.367961261250485,2.5,0.4166666666666667,0.2,0.0,2.5,2.5,3,0.7071067811865476,18.42,25.34
L100000102583,coal_power,Thoothukudi IBPGL power station,2,1,3.4899999999999998,3.4899999999999998,5.27,2.517300141024109,342.83,354.71,298.6,298.82,0,0,0.1768853201806744,0.0897648325640748,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,6.9799999999999995,6.9799999999999995
L100000102587,coal_power,Tuticorin Thermal Power Station,7,4,3.9914285714285715,3.12,7.64,2.2202209242282516,329.61428571428576,342.57,297.2728571428571,304.54,0,2,0.791763084366661,0.606743085261009,1.75,0.5833333333333334,0.0,0.2857142857142857,1.75,1.5,3,0.9574271077563381,6.985,10.46
L100000102592,coal_power,Bhadradri power station,1,1,2.69,2.69,2.69,,327.88,327.88,296.73,296.73,0,0,0.8733384175269284,0.8733384175269284,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.69,2.69
L100000102593,coal_power,Ganeshpahad Cement power station,1,1,4.01,4.01,4.01,,336.22,336.22,307.06,307.06,0,0,0.7673297357461297,0.7673297357461297,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.01,4.01
L100000102594,coal_power,Hindupur power station,3,2,4.473333333333334,5.06,6.87,2.7375597405962364,338.41,344.57,308.22333333333336,311.3,0,0,0.8891746535946883,0.8645777138024507,1.5,0.25,0.0,0.0,1.5,1.5,2,0.7071067811865476,6.71,11.93
L100000102595,coal_power,Kakatiya Thermal Power Project,2,1,1.275,1.275,1.97,0.9828784258493011,310.345,315.12,293.015,294.7,0,2,0.9043131732859204,0.8226541095152116,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2,,2.55,2.55
L100000102600,coal_power,Paloncha power station,1,1,0.44,0.44,0.44,,300.1,300.1,287.44,287.44,0,1,0.0868639508724285,0.0868639508724285,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.44,0.44
L100000102607,coal_power,VBC Ferro Alloys Bodepalli plant,1,1,3.58,3.58,3.58,,336.95,336.95,302.91,302.91,0,0,0.9154828044146212,0.9154828044146212,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.58,3.58
L100000102610,coal_power,Anpara power station,1,1,11.04,11.04,11.04,,346.16,346.16,314.93,314.93,0,0,0.9763944041711792,0.9763944041711792,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,11.04,11.04
L100000102613,coal_power,Anpara-E power station,1,1,1.02,1.02,1.02,,305.76,305.76,293.89,293.89,0,1,0.9221739216282624,0.9221739216282624,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,1.02,1.02
L100000102616,coal_power,Bara Thermal Power Project,3,3,2.08,0.87,4.93,2.477518920210297,313.37333333333333,345.17,291.14000000000004,303.92,0,2,0.6093177738911855,0.3392998143571037,1.0,0.25,0.0,0.6666666666666666,1.0,1.0,1,0.0,2.08,4.93
L100000102620,coal_power,Bhognipur power station,3,3,4.75,5.08,6.34,1.7781169815284932,339.7,347.53,303.47333333333336,304.96,0,0,0.8850044594999579,0.8300897550093354,1.0,0.25,0.0,0.0,1.0,1.0,1,0.0,4.75,6.34
L100000102646,coal_power,Parichha power station,2,1,1.8399999999999999,1.8399999999999999,2.29,0.6363961030678927,310.985,313.04,293.53,293.58,0,2,0.7893503549413983,0.7753101927141375,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2,,3.6799999999999997,3.6799999999999997
L100000102666,coal_power,Burdwan power station,1,1,3.17,3.17,3.17,,332.79,332.79,302.15,302.15,0,0,0.7803337386687552,0.7803337386687552,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.17,3.17
L100000102667,coal_power,Cossipore power station,1,1,2.44,2.44,2.44,,330.81,330.81,301.89,301.89,0,0,0.7200500545874959,0.7200500545874959,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.44,2.44
L100000102671,coal_power,Durgapur SAIL power station,206,131,2.079611650485437,1.665,10.71,1.4311816181249417,309.7176213592233,367.0,290.47427184466017,309.83,1,192,0.6347282663773467,0.0933139468380883,1.5725190839694656,17.166666666666668,0.0048543689320388345,0.9320388349514563,1.5725190839694656,1.0,4,0.7649085852987727,3.2702290076335876,15.84
L100000102681,coal_power,Raghunathpur Thermal Power Station,1,1,2.38,2.38,2.38,,332.81,332.81,301.49,301.49,0,0,0.976134420592986,0.976134420592986,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.38,2.38
L100000102685,coal_power,Salboni power plant,1,1,5.18,5.18,5.18,,334.38,334.38,302.58,302.58,0,0,0.995427280988158,0.995427280988158,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,5.18,5.18
L100000104378,coal_power,Pedaveedu power station,1,1,2.47,2.47,2.47,,330.69,330.69,301.34,301.34,0,0,0.4702333882699601,0.4702333882699601,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.47,2.47
L100000104861,coal_power,Hazira power station (Reliance),3,1,2.276666666666667,2.14,2.55,0.23671361036774632,336.31333333333333,337.59,307.8966666666667,308.41,0,0,0.6600209122031173,0.4254655754989921,3.0,0.25,0.0,0.0,3.0,3.0,3,,6.83,6.83
L100000105017,coal_power,Ambuja Cements Limited power station,45,42,1.4662222222222223,1.45,2.43,0.4548290832274195,305.37333333333333,318.51,290.9511111111111,297.65,0,45,0.2577980821489385,0.0690751713135314,1.0714285714285714,3.75,0.0,1.0,1.0714285714285714,1.0,2,0.26066118021500656,1.570952380952381,3.6100000000000003
L100001000108,coal_power,Mattapalli Cement Plant power station,2,1,0.43000000000000005,0.43000000000000005,0.46,0.04242640687119283,301.315,301.37,277.615,277.67,0,2,0.1463975758770158,0.1271731328325148,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2,,0.8600000000000001,0.8600000000000001
L100001000153,coal_power,Chandrapur (Assam) power station,2,1,1.68,1.68,2.94,1.7819090885900999,317.98,331.93,297.66999999999996,303.21,0,1,0.2783576891057815,0.1512703152437589,2.0,0.16666666666666666,0.0,0.5,2.0,2.0,2,,3.36,3.36
L100001048073,coal_power,Jaunpur captive power station,1,1,3.45,3.45,3.45,,332.97,332.97,300.65,300.65,0,0,0.9411529006300504,0.9411529006300504,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.45,3.45
L100001083808,coal_power,Torrent Power Raigarh thermal power station,2,2,4.2,4.2,5.86,2.3475945135393377,333.24,334.65,303.86,306.87,0,0,0.27830278236479256,0.2387140401708842,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,4.2,5.86
L100001083814,coal_power,New Surat Lignite power station,2,2,7.13,7.13,7.18,0.0707106781186545,345.20000000000005,348.43,302.79,306.98,0,0,0.5187155885707069,0.3840188058391835,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,7.13,7.18
P100000120510,steel,JSW BPSL Jharsuguda steel plant,1356,255,2.280184365781711,2.01,12.22,1.3161767436772007,311.3191002949853,367.0,291.8621828908555,316.68,1,1252,0.5743748916100618,0.0097991826703018,5.317647058823529,113.0,0.0007374631268436578,0.9233038348082596,5.317647058823529,5.0,14,2.4067413427059705,12.12521568627451,43.76
P100000120511,steel,Tata Steel Meramandali steel plant,1167,265,3.531473864610111,2.87,15.75,2.4535911065500295,319.4346786632391,367.0,292.9675921165381,317.89,1,903,0.6656810042908501,0.0576335219259694,4.40377358490566,97.25,0.000856898029134533,0.7737789203084833,4.40377358490566,4.0,12,2.291119405522158,15.551811320754716,42.519999999999996
P100000120512,steel,BMM Ispat Danapur steel plant,165,104,1.670909090909091,1.28,6.76,1.2206829446835248,310.0741818181818,344.93,291.718,308.66,0,148,0.38654324112026706,0.0217468624357536,1.5865384615384615,13.75,0.0,0.896969696969697,1.5865384615384615,1.0,6,0.9307119826363328,2.650961538461538,11.67
P100000120513,steel,ArcelorMittal Nippon Steel Hazira plant,937,285,7.400661686232658,5.76,55.27,6.136023552088853,331.20388473852717,367.0,297.0661152614728,321.99,28,597,0.724335876308343,0.2146064103104337,3.287719298245614,78.08333333333333,0.029882604055496264,0.6371398078975453,3.287719298245614,3.0,9,1.7099615117403395,24.331298245614036,128.03
P100000120515,steel,Jindal Steel Angul steel plant,143,103,2.563846153846154,2.06,7.87,1.4481926196085326,315.6736363636364,342.71,293.32146853146855,312.97,0,109,0.8435665789296308,0.3975946154337186,1.3883495145631068,11.916666666666666,0.0,0.7622377622377622,1.3883495145631068,1.0,4,0.6452391213346743,3.559514563106796,10.81
P100000120516,steel,Jindal Steel Raigarh steel plant,1096,263,3.3518339416058396,2.9,15.84,1.9439740902912332,320.4300091240876,367.0,295.307098540146,331.16,1,828,0.47964767650567414,0.0076264859384316,4.167300380228137,91.33333333333333,0.0009124087591240876,0.7554744525547445,4.167300380228137,4.0,12,1.88671407809471,13.96809885931559,42.2
P100000120517,steel,JSW Steel Dolvi steel plant,480,212,2.4496041666666666,2.085,10.27,1.370215094273707,315.49552083333333,348.95,294.4266875,316.68,0,414,0.614196170206853,0.1589542378614686,2.2641509433962264,40.0,0.0,0.8625,2.2641509433962264,2.0,6,1.2338195370855058,5.54627358490566,17.830000000000002
P100000120518,steel,JSW Steel Salem steel plant,109,85,1.6958715596330274,1.61,5.56,0.8045394484368456,310.094128440367,333.41,290.47155963302754,300.82,0,108,0.25366074757336665,0.0075874697144322,1.2823529411764707,9.083333333333334,0.0,0.9908256880733946,1.2823529411764707,1.0,3,0.47838430222598904,2.1747058823529413,5.65
P100000120519,steel,JSW Steel Vijayanagar steel plant,706,216,2.5361898016997166,2.27,8.54,1.3412153113657572,315.92515580736546,353.04,293.22086402266285,314.48,0,625,0.6501832343760329,0.036784535470087,3.2685185185185186,58.833333333333336,0.0,0.8852691218130312,3.2685185185185186,3.0,9,1.8100827758612092,8.289583333333333,30.69
P100000120522,steel,Lloyds Metals and Energy Ltd Ghugus steel plant,21,20,1.0585714285714285,1.04,1.43,0.22077784567944567,303.75333333333333,309.25,290.70190476190476,294.19,0,21,0.15335080512436033,0.013883030175095,1.05,1.75,0.0,1.0,1.05,1.0,2,0.22360679774997896,1.1115,2.62
P100000120523,steel,NMDC Nagarnar steel plant,66,54,2.5384848484848486,1.63,12.0,2.081603850898291,313.11015151515153,345.91,292.5195454545455,310.51,0,51,0.29050731465411206,0.039269213599248,1.2222222222222223,5.5,0.0,0.7727272727272727,1.2222222222222223,1.0,3,0.5015698625755192,3.1025925925925923,14.11
P100000120524,steel,SAIL IISCO steel plant,186,116,2.089516129032258,1.62,10.86,1.6979100928854365,312.8760752688172,349.38,291.4997311827957,319.29,0,150,0.8391104768096596,0.2986849501518633,1.603448275862069,15.5,0.0,0.8064516129032258,1.603448275862069,1.0,4,0.8327984290260794,3.3504310344827584,20.09
P100000120525,steel,SAIL Bhilai steel plant,437,184,2.227826086956522,1.96,8.52,1.1765758852371482,311.4586498855835,353.6,293.1743707093821,309.5,0,423,0.6543672655697621,0.1970370948793387,2.375,36.416666666666664,0.0,0.9679633867276888,2.375,2.0,7,1.3492053925391905,5.291086956521739,25.34
P100000120526,steel,SAIL Bokaro steel plant,113,74,1.4179646017699115,1.26,3.93,0.701535508840678,309.0083185840708,339.53,288.88345132743365,309.36,0,106,0.6386146631702225,0.0200192715060736,1.527027027027027,9.416666666666666,0.0,0.9380530973451328,1.527027027027027,1.0,5,0.7625295498064496,2.16527027027027,8.17
P100000120527,steel,SAIL Durgapur steel plant,227,145,1.8483700440528634,1.57,7.59,1.0576746428236434,310.33753303964755,349.0,290.15171806167405,306.82,0,224,0.3919781849542695,0.0066788702958208,1.5655172413793104,18.916666666666668,0.0,0.986784140969163,1.5655172413793104,1.0,4,0.7150543210080875,2.893655172413793,9.21
P100000120528,steel,SAIL Rourkela steel plant,831,222,2.124187725631769,1.76,9.5,1.324318613937995,312.70802647412756,352.6,291.7279061371841,320.26,0,718,0.5862491269655243,0.0063787720864397,3.7432432432432434,69.25,0.0,0.8640192539109507,3.7432432432432434,3.0,10,2.3110641462487176,7.951351351351351,28.39
P100000120529,steel,Tata Steel Jamshedpur steel plant,577,207,2.091750433275563,1.7,13.53,1.3925508244654599,310.33454072790295,353.88,291.72025996533796,312.07,0,534,0.5218171552436953,0.0266992169529466,2.78743961352657,48.083333333333336,0.0,0.925476603119584,2.78743961352657,2.0,7,1.5989185407570174,5.8306280193236715,24.0
P100000120530,steel,Tata Steel Kalinganagar steel plant,838,244,4.269486873508353,2.86,47.05,4.627167796313388,319.42361575178995,367.0,292.998723150358,317.0,4,637,0.5877738859164693,0.0617776683680356,3.4344262295081966,69.83333333333333,0.00477326968973747,0.7601431980906921,3.4344262295081966,3.0,14,2.082605620728575,14.663237704918032,144.43
P100000120531,steel,RINL Vizag Steel plant,17,16,1.8335294117647059,1.35,5.6,1.351938151213243,308.1452941176471,327.38,290.9617647058824,300.51,0,16,0.5318855558057003,0.0543060820244564,1.0625,1.4166666666666667,0.0,0.9411764705882353,1.0625,1.0,2,0.24999999999999997,1.9481249999999999,5.6
P100000120534,steel,Electrosteel Bokaro steel plant,172,112,1.363139534883721,1.1150000000000002,5.02,0.8065213173790987,306.00697674418603,342.39,289.52936046511627,307.64,0,158,0.40322456613138213,0.0030040368490271,1.5357142857142858,14.333333333333334,0.0,0.9186046511627907,1.5357142857142858,1.0,5,0.8045878742322976,2.0933928571428573,8.17
P100000120535,steel,Tata Steel Gamharia steel plant,120,95,1.17175,1.13,5.67,0.5742421567786964,303.736,336.01,290.15066666666667,299.59,0,119,0.5689757352663061,0.0752076731411668,1.263157894736842,10.0,0.0,0.9916666666666667,1.263157894736842,1.0,3,0.5688833091987164,1.4801052631578946,6.6899999999999995
P100000120536,steel,JSW Steel Raigarh steel plant,91,75,1.558131868131868,1.39,4.55,0.7737669934775974,307.64791208791206,332.55,291.3021978021978,306.11,0,89,0.41661976223899616,0.0919695437935092,1.2133333333333334,7.583333333333333,0.0,0.978021978021978,1.2133333333333334,1.0,3,0.5011698027327376,1.8905333333333332,7.26
P100000120538,steel,JSW Vijayanagar Metallics steel plant,4,3,4.4425,3.1399999999999997,8.82,2.927289702096463,333.09,337.96,299.895,306.65,0,0,0.6103017595033116,0.4445153307526364,1.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,1.0,2,0.5773502691896258,5.923333333333333,8.82
P100000120540,steel,Neelachal Ispat Nigam steel plant,351,157,2.2116809116809115,1.35,16.68,2.323777779062182,313.4619658119658,367.0,292.15216524216527,313.91,1,286,0.648601968266882,0.1030327487898861,2.2356687898089174,29.25,0.002849002849002849,0.8148148148148148,2.2356687898089174,2.0,9,1.4682106997387576,4.944585987261147,46.25
P100000120541,steel,Welspun Metallics Anjar Steel plant,19,19,1.2742105263157895,0.91,6.18,1.2401761335009085,305.09999999999997,344.82,292.3415789473684,316.77,0,18,0.21113269436543397,0.0413507283685,1.0,1.5833333333333333,0.0,0.9473684210526315,1.0,1.0,1,0.0,1.2742105263157895,6.18
